Complaint ID,Date received,Product,Sub-product,Issue,Sub-issue,Company,State,Submitted via,Date sent to company,Company response to consumer,Timely response?,Rating
11092584,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Personal information incorrect,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes,3
11092587,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,Web,12/10/2024,In progress,Yes,3
11092589,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NV,Web,12/10/2024,In progress,Yes,3
11092588,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,"EQUIFAX, INC.",IL,Web,12/10/2024,In progress,Yes,5
11092592,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information is missing that should be on the report,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IL,Web,12/10/2024,In progress,Yes,2
11092594,12/10/2024,Credit card,General-purpose credit card or charge card,Problem with a company's investigation into an existing problem,Was not notified of investigation status or results,Experian Information Solutions Inc.,MO,Web,12/10/2024,In progress,Yes,2
11092595,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MD,Web,12/10/2024,In progress,Yes,1
11092598,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MA,Web,12/10/2024,In progress,Yes,5
11092599,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes,5
11092602,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Web,12/10/2024,In progress,Yes,3
11080776,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"EQUIFAX, INC.",TX,Web,12/9/2024,In progress,Yes,4
11092603,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,Web,12/10/2024,In progress,Yes,2
11092303,12/10/2024,Debt collection,I do not know,Took or threatened to take negative or legal action,Collected or attempted to collect exempt funds,CAPITAL ONE FINANCIAL CORPORATION,MD,Referral,12/10/2024,In progress,Yes,3
11092291,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",NJ,Web,12/10/2024,In progress,Yes,3
11092293,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,Experian Information Solutions Inc.,GA,Web,12/10/2024,In progress,Yes,1
11092298,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,CAPITAL ONE FINANCIAL CORPORATION,OK,Web,12/10/2024,In progress,Yes,2
11092297,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",NJ,Web,12/10/2024,In progress,Yes,3
11092300,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Problem with personal statement of dispute,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",LA,Web,12/10/2024,In progress,Yes,2
11092190,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",WI,Web,12/10/2024,In progress,Yes,5
3808136,8/21/2020,Debt collection,Medical debt,Attempts to collect debt not owed,Debt was result of identity theft,KBR INC DBA RASH CURTIS & ASSOCIATES,CA,Web,8/21/2020,Closed with explanation,Yes,4
11092197,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",LA,Web,12/10/2024,In progress,Yes,1
3807860,8/21/2020,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,UNITED SERVICES AUTOMOBILE ASSOCIATION,MD,Web,8/21/2020,Closed with explanation,Yes,3
11092304,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,Experian Information Solutions Inc.,MS,Web,12/10/2024,In progress,Yes,1
11092308,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MS,Web,12/10/2024,In progress,Yes,2
11092310,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,Experian Information Solutions Inc.,KY,Web,12/10/2024,In progress,Yes,5
11092309,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"EQUIFAX, INC.",AZ,Web,12/10/2024,In progress,Yes,3
11092311,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,Experian Information Solutions Inc.,LA,Web,12/10/2024,In progress,Yes,4
11092312,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Personal information incorrect,Experian Information Solutions Inc.,PA,Web,12/10/2024,In progress,Yes,4
11092318,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,NJ,Web,12/10/2024,In progress,Yes,2
11092327,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Experian Information Solutions Inc.,TX,Web,12/10/2024,In progress,Yes,5
11092328,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes,1
11092329,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,"EQUIFAX, INC.",LA,Web,12/10/2024,In progress,Yes,1
11092331,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Personal information incorrect,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes,4
11092330,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Web,12/10/2024,In progress,Yes,3
11092333,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Public record information inaccurate,Experian Information Solutions Inc.,AR,Web,12/10/2024,In progress,Yes,2
11092332,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"EQUIFAX, INC.",CA,Web,12/10/2024,In progress,Yes,1
11092337,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AR,Web,12/10/2024,In progress,Yes,1
11092338,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,NC,Web,12/10/2024,In progress,Yes,3
11092341,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",SC,Web,12/10/2024,In progress,Yes,5
11082070,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,"EQUIFAX, INC.",NC,Web,12/9/2024,In progress,Yes,5
10904039,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,NY,Web,11/23/2024,In progress,Yes,4
11092343,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,UT,Web,12/10/2024,In progress,Yes,4
11092350,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",NY,Web,12/10/2024,In progress,Yes,1
11092351,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,MD,Web,12/10/2024,In progress,Yes,4
11092354,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes,1
11092355,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Web,12/10/2024,In progress,Yes,2
11092360,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AZ,Web,12/10/2024,In progress,Yes,4
11092361,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,Web,12/10/2024,In progress,Yes,1
11092362,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",AZ,Web,12/10/2024,In progress,Yes,4
11092364,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,Web,12/10/2024,In progress,Yes,5
11092366,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,NC,Web,12/10/2024,In progress,Yes,3
11092365,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes,1
11092367,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",IL,Web,12/10/2024,In progress,Yes,5
11092368,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NJ,Web,12/10/2024,In progress,Yes,5
11092369,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Experian Information Solutions Inc.,TX,Web,12/10/2024,In progress,Yes,2
11092370,12/10/2024,"Payday loan, title loan, personal loan, or advance loan",Installment loan,Struggling to pay your loan,,"DRB-40, LLC",IL,Web,12/10/2024,Closed with explanation,Yes,1
11092373,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes,5
10904009,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,IL,Web,11/23/2024,In progress,Yes,1
11092376,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,Web,12/10/2024,In progress,Yes,3
11092378,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",IL,Web,12/10/2024,In progress,Yes,4
11092379,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,CT,Web,12/10/2024,In progress,Yes,1
11092380,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes,2
11092382,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,MS,Web,12/10/2024,In progress,Yes,5
11092385,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Web,12/10/2024,In progress,Yes,1
11092386,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Experian Information Solutions Inc.,LA,Web,12/10/2024,In progress,Yes,3
11092388,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,Web,12/10/2024,In progress,Yes,1
11092389,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,Experian Information Solutions Inc.,MI,Web,12/10/2024,In progress,Yes,2
11092391,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,Experian Information Solutions Inc.,NJ,Web,12/10/2024,In progress,Yes,2
11092392,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,"EQUIFAX, INC.",IN,Web,12/10/2024,In progress,Yes,5
11092394,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information is missing that should be on the report,"EQUIFAX, INC.",PA,Web,12/10/2024,In progress,Yes,1
11092395,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,Experian Information Solutions Inc.,TX,Web,12/10/2024,In progress,Yes,5
11092396,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Was not notified of investigation status or results,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MO,Web,12/10/2024,In progress,Yes,5
11092398,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,MD,Web,12/10/2024,In progress,Yes,5
11092397,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,"EQUIFAX, INC.",NJ,Web,12/10/2024,In progress,Yes,2
11080777,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Personal information incorrect,"EQUIFAX, INC.",TX,Web,12/9/2024,In progress,Yes,4
10904056,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,CA,Web,11/23/2024,In progress,Yes,5
10901059,11/22/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,LEXISNEXIS,NY,Web,11/22/2024,Closed with explanation,Yes,2
11092400,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Personal information incorrect,Experian Information Solutions Inc.,GA,Web,12/10/2024,In progress,Yes,1
11092399,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,Web,12/10/2024,In progress,Yes,3
11092404,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes,5
11092407,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OH,Web,12/10/2024,In progress,Yes,4
11092408,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,Web,12/10/2024,In progress,Yes,4
11081429,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"EQUIFAX, INC.",IA,Web,12/9/2024,In progress,Yes,4
11092410,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,Experian Information Solutions Inc.,IL,Web,12/10/2024,In progress,Yes,5
11092412,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",IL,Web,12/10/2024,In progress,Yes,5
11092413,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,"EQUIFAX, INC.",CA,Web,12/10/2024,In progress,Yes,5
11092435,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Web,12/10/2024,In progress,Yes,2
11092414,12/10/2024,Debt collection,I do not know,Written notification about debt,Notification didn't disclose it was an attempt to collect a debt,"EQUIFAX, INC.",MO,Web,12/10/2024,In progress,Yes,5
11092718,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Web,12/10/2024,In progress,Yes,4
11092720,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,Experian Information Solutions Inc.,CA,Web,12/10/2024,In progress,Yes,1
11092719,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,TX,Web,12/10/2024,In progress,Yes,4
10901538,11/22/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,LEXISNEXIS,CA,Web,11/22/2024,Closed with explanation,Yes,2
10902499,11/22/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,LEXISNEXIS,FL,Web,11/22/2024,Closed with non-monetary relief,Yes,4
11092722,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OR,Web,12/10/2024,In progress,Yes,3
11092723,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,Experian Information Solutions Inc.,FL,Web,12/10/2024,In progress,Yes,3
11092730,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,FL,Web,12/10/2024,In progress,Yes,3
11092731,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NJ,Web,12/10/2024,In progress,Yes,3
11092732,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"EQUIFAX, INC.",MI,Web,12/10/2024,In progress,Yes,1
11092737,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,Web,12/10/2024,In progress,Yes,4
11092738,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"EQUIFAX, INC.",TX,Web,12/10/2024,In progress,Yes,1
10903991,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,MA,Web,11/23/2024,In progress,Yes,4
10904027,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,CA,Web,11/23/2024,In progress,Yes,3
11092741,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information is missing that should be on the report,Experian Information Solutions Inc.,CA,Web,12/10/2024,In progress,Yes,3
11092742,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Web,12/10/2024,In progress,Yes,2
11092743,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes,5
11092744,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Experian Information Solutions Inc.,CA,Web,12/10/2024,In progress,Yes,2
11092746,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,Experian Information Solutions Inc.,CA,Web,12/10/2024,In progress,Yes,3
11092745,12/10/2024,Debt collection,I do not know,Written notification about debt,Notification didn't disclose it was an attempt to collect a debt,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NE,Web,12/10/2024,In progress,Yes,2
10900729,11/22/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,LEXISNEXIS,FL,Web,11/22/2024,Closed with explanation,Yes,1
11092752,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,Experian Information Solutions Inc.,FL,Web,12/10/2024,In progress,Yes,1
11092753,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,Experian Information Solutions Inc.,FL,Web,12/10/2024,In progress,Yes,2
11092755,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,FL,Web,12/10/2024,In progress,Yes,3
11092756,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,BARCLAYS BANK DELAWARE,MD,Web,12/10/2024,In progress,Yes,3
11092760,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,FL,Web,12/10/2024,In progress,Yes,4
11092241,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",NY,Web,12/10/2024,In progress,Yes,4
11092242,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IL,Web,12/10/2024,In progress,Yes,5
11092244,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Experian Information Solutions Inc.,TX,Web,12/10/2024,In progress,Yes,3
11092761,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",GA,Web,12/10/2024,In progress,Yes,5
11092674,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes,4
10903937,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"Fidelity National Information Services, Inc. (FNIS)",GA,Web,11/23/2024,Closed with explanation,Yes,3
10903938,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,NY,Web,11/23/2024,In progress,Yes,4
10903941,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,FL,Web,11/23/2024,In progress,Yes,3
10903942,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,CA,Web,11/23/2024,In progress,Yes,5
10903950,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,NY,Web,11/23/2024,In progress,Yes,3
11092679,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,Experian Information Solutions Inc.,NC,Web,12/10/2024,In progress,Yes,4
11092685,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,MD,Web,12/10/2024,In progress,Yes,4
11092686,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",LA,Web,12/10/2024,In progress,Yes,5
11092687,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,IL,Web,12/10/2024,In progress,Yes,4
11092688,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AL,Web,12/10/2024,In progress,Yes,3
11092689,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,"EQUIFAX, INC.",FL,Web,12/10/2024,In progress,Yes,1
10904023,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,Experian Information Solutions Inc.,NY,Web,11/23/2024,In progress,Yes,4
11092694,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IN,Web,12/10/2024,In progress,Yes,2
11092696,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Personal information incorrect,"EQUIFAX, INC.",NY,Web,12/10/2024,In progress,Yes,2
11092700,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,Web,12/10/2024,In progress,Yes,3
11079635,12/9/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Public record information inaccurate,"EQUIFAX, INC.",MO,Web,12/9/2024,In progress,Yes,4
10904068,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,TX,Web,11/23/2024,In progress,Yes,1
10904071,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,Experian Information Solutions Inc.,SC,Web,11/23/2024,In progress,Yes,2
10904072,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,NC,Web,11/23/2024,In progress,Yes,3
10904074,11/23/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,Experian Information Solutions Inc.,WA,Web,11/23/2024,In progress,Yes,1
11092702,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NJ,Web,12/10/2024,In progress,Yes,4
11092701,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"EQUIFAX, INC.",CA,Web,12/10/2024,In progress,Yes,1
11092704,12/10/2024,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AL,Web,12/10/2024,In progress,Yes,1
